current_ap,current_hp,intact,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,version,rs_rt_n
Unn2/abstract02e_ap.jpg,abstract02e_hp.jpg,right,right,1,unn,1075,C,ApRS
Nam2/inanimate03d_ap.jpg,inanimate03e_hp.jpg,left,right,0,nam,1075,C,ApRS
Nam2/inanimate03g_ap.jpg,inanimate03f_hp.jpg,left,left,1,nam,1075,C,ApRT
Unn2/abstract02f_ap.jpg,abstract02g_hp.jpg,left,left,1,unn,1075,C,ApRT
Unn2/abstract07d_ap.jpg,abstract07e_hp.jpg,left,right,0,unn,1075,C,ApRS
Nam2/inanimate01d_ap.jpg,inanimate01d_hp.jpg,right,left,0,nam,1075,C,ApRS
Unn2/abstract07g_ap.jpg,abstract07g_hp.jpg,right,right,1,unn,1075,C,ApRT
Nam2/inanimate03f_ap.jpg,inanimate03g_hp.jpg,left,right,0,nam,1075,C,ApRT
Nam2/inanimate01e_ap.jpg,inanimate01e_hp.jpg,right,right,1,nam,1075,C,ApRS
Unn2/abstract07e_ap.jpg,abstract07d_hp.jpg,left,right,0,unn,1075,C,ApRS
Unn2/abstract02d_ap.jpg,abstract02d_hp.jpg,right,right,1,unn,1075,C,ApRS
Nam2/inanimate01g_ap.jpg,inanimate01g_hp.jpg,right,left,0,nam,1075,C,ApRT
Unn2/abstract02g_ap.jpg,abstract02f_hp.jpg,left,left,1,unn,1075,C,ApRT
Unn2/abstract07f_ap.jpg,abstract07f_hp.jpg,right,right,1,unn,1075,C,ApRT
Nam2/inanimate01f_ap.jpg,inanimate01f_hp.jpg,right,right,1,nam,1075,C,ApRT
Nam2/inanimate03e_ap.jpg,inanimate03d_hp.jpg,left,left,1,nam,1075,C,ApRS
Unn2/abstract01e_ap.jpg,abstract01e_hp.jpg,right,right,1,unn,1075,C,ApRS
Nam2/inanimate07d_ap.jpg,inanimate07e_hp.jpg,left,left,1,nam,1075,C,ApRS
Nam2/inanimate07g_ap.jpg,inanimate07f_hp.jpg,left,right,0,nam,1075,C,ApRT
Unn2/abstract01f_ap.jpg,abstract01g_hp.jpg,left,left,1,unn,1075,C,ApRT
Unn2/abstract05d_ap.jpg,abstract05e_hp.jpg,left,right,0,unn,1075,C,ApRS
Nam2/inanimate09d_ap.jpg,inanimate09e_hp.jpg,left,left,1,nam,1075,C,ApRS
Unn2/abstract05g_ap.jpg,abstract05g_hp.jpg,right,right,1,unn,1075,C,ApRT
Nam2/inanimate07f_ap.jpg,inanimate07g_hp.jpg,left,left,1,nam,1075,C,ApRT
Nam2/inanimate09e_ap.jpg,inanimate09d_hp.jpg,left,left,1,nam,1075,C,ApRS
Unn2/abstract05e_ap.jpg,abstract05d_hp.jpg,left,left,1,unn,1075,C,ApRS
Unn2/abstract01d_ap.jpg,abstract01d_hp.jpg,right,right,1,unn,1075,C,ApRS
Nam2/inanimate09g_ap.jpg,inanimate09g_hp.jpg,right,right,1,nam,1075,C,ApRT
Unn2/abstract01g_ap.jpg,abstract01f_hp.jpg,left,right,0,unn,1075,C,ApRT
Unn2/abstract05f_ap.jpg,abstract05f_hp.jpg,right,right,1,unn,1075,C,ApRT
Nam2/inanimate09f_ap.jpg,inanimate09f_hp.jpg,right,right,1,nam,1075,C,ApRT
Nam2/inanimate07e_ap.jpg,inanimate07d_hp.jpg,left,left,1,nam,1075,C,ApRS
Unn2/abstract08e_ap.jpg,abstract08d_hp.jpg,left,right,0,unn,1075,C,ApRS
Nam2/inanimate06d_ap.jpg,inanimate06d_hp.jpg,right,right,1,nam,1075,C,ApRS
Nam2/inanimate06g_ap.jpg,inanimate06g_hp.jpg,right,right,1,nam,1075,C,ApRT
Unn2/abstract08f_ap.jpg,abstract08f_hp.jpg,right,right,1,unn,1075,C,ApRT
Unn2/abstract04d_ap.jpg,abstract04d_hp.jpg,right,right,1,unn,1075,C,ApRS
Nam2/inanimate10d_ap.jpg,inanimate10e_hp.jpg,left,left,1,nam,1075,C,ApRS
Unn2/abstract04g_ap.jpg,abstract04f_hp.jpg,left,left,1,unn,1075,C,ApRT
Nam2/inanimate06f_ap.jpg,inanimate06f_hp.jpg,right,right,1,nam,1075,C,ApRT
Nam2/inanimate10e_ap.jpg,inanimate10d_hp.jpg,left,left,1,nam,1075,C,ApRS
Unn2/abstract04e_ap.jpg,abstract04e_hp.jpg,right,right,1,unn,1075,C,ApRS
Unn2/abstract08d_ap.jpg,abstract08e_hp.jpg,left,left,1,unn,1075,C,ApRS
Nam2/inanimate10g_ap.jpg,inanimate10f_hp.jpg,left,right,0,nam,1075,C,ApRT
Unn2/abstract08g_ap.jpg,abstract08g_hp.jpg,right,left,0,unn,1075,C,ApRT
Unn2/abstract04f_ap.jpg,abstract04g_hp.jpg,left,left,1,unn,1075,C,ApRT
Nam2/inanimate10f_ap.jpg,inanimate10g_hp.jpg,left,right,0,nam,1075,C,ApRT
Nam2/inanimate06e_ap.jpg,inanimate06e_hp.jpg,right,right,1,nam,1075,C,ApRS
