current_apW,current_hpW,intactW,key_resp_9.keys,key_resp_9.corr,nam_unn,participant,rs_rt_n
Nam2/inanimate09a_ap.jpg,inanimate09_hp.jpg,left,right,0,nam,778,ApRT
Nam2/inanimate06a_ap.jpg,inanimate06a_hp.jpg,right,right,1,nam,778,ApRT
Nam2/inanimate09b_ap.jpg,inanimate09c_hp.jpg,left,left,1,nam,778,ApRS
Unn2/abstract03_ap.jpg,abstract03_hp.jpg,right,right,1,unn,778,ApRT
Unn2/abstract03b_ap.jpg,abstract03c_hp.jpg,left,right,0,unn,778,ApRS
Unn2/abstract05b_ap.jpg,abstract05b_hp.jpg,right,left,0,unn,778,ApRS
Nam2/inanimate09c_ap.jpg,inanimate09b_hp.jpg,left,left,1,nam,778,ApRS
Nam2/inanimate06b_ap.jpg,inanimate06b_hp.jpg,right,left,0,nam,778,ApRS
Nam2/inanimate06_ap.jpg,inanimate06_hp.jpg,right,right,1,nam,778,ApRT
Unn2/abstract05a_ap.jpg,abstract05_hp.jpg,left,left,1,unn,778,ApRT
Nam2/inanimate06c_ap.jpg,inanimate06c_hp.jpg,right,left,0,nam,778,ApRS
Nam2/inanimate09_ap.jpg,inanimate09a_hp.jpg,left,left,1,nam,778,ApRT
Unn2/abstract03c_ap.jpg,abstract03b_hp.jpg,left,left,1,unn,778,ApRS
Unn2/abstract05_ap.jpg,abstract05a_hp.jpg,left,left,1,unn,778,ApRT
Unn2/abstract05c_ap.jpg,abstract05c_hp.jpg,right,right,1,unn,778,ApRS
Unn2/abstract03a_ap.jpg,abstract03a_hp.jpg,right,left,0,unn,778,ApRT
Nam2/inanimate02a_ap.jpg,inanimate02_hp.jpg,left,left,1,nam,778,ApRT
Nam2/inanimate01a_ap.jpg,inanimate01a_hp.jpg,right,right,1,nam,778,ApRT
Nam2/inanimate02b_ap.jpg,inanimate02c_hp.jpg,left,left,1,nam,778,ApRS
Unn2/abstract01_ap.jpg,abstract01_hp.jpg,right,right,1,unn,778,ApRT
Unn2/abstract01b_ap.jpg,abstract01c_hp.jpg,left,left,1,unn,778,ApRS
Unn2/abstract02b_ap.jpg,abstract02b_hp.jpg,right,right,1,unn,778,ApRS
Nam2/inanimate02c_ap.jpg,inanimate02b_hp.jpg,left,left,1,nam,778,ApRS
Nam2/inanimate01b_ap.jpg,inanimate01b_hp.jpg,right,left,0,nam,778,ApRS
Nam2/inanimate01_ap.jpg,inanimate01_hp.jpg,right,right,1,nam,778,ApRT
Unn2/abstract02a_ap.jpg,abstract02_hp.jpg,left,right,0,unn,778,ApRT
Nam2/inanimate01c_ap.jpg,inanimate01c_hp.jpg,right,right,1,nam,778,ApRS
Nam2/inanimate02_ap.jpg,inanimate02a_hp.jpg,left,left,1,nam,778,ApRT
Unn2/abstract01c_ap.jpg,abstract01b_hp.jpg,left,left,1,unn,778,ApRS
Unn2/abstract02_ap.jpg,abstract02a_hp.jpg,left,left,1,unn,778,ApRT
Unn2/abstract02c_ap.jpg,abstract02c_hp.jpg,right,left,0,unn,778,ApRS
Unn2/abstract01a_ap.jpg,abstract01a_hp.jpg,right,left,0,unn,778,ApRT
Nam2/inanimate03a_ap.jpg,inanimate03a_hp.jpg,right,right,1,nam,778,ApRT
Nam2/inanimate10a_ap.jpg,inanimate10_hp.jpg,left,left,1,nam,778,ApRT
Nam2/inanimate03b_ap.jpg,inanimate03b_hp.jpg,right,right,1,nam,778,ApRS
Unn2/abstract08_ap.jpg,abstract08a_hp.jpg,left,right,0,unn,778,ApRT
Unn2/abstract08b_ap.jpg,abstract08b_hp.jpg,right,right,1,unn,778,ApRS
Unn2/abstract09b_ap.jpg,abstract09c_hp.jpg,left,left,1,unn,778,ApRS
Nam2/inanimate03c_ap.jpg,inanimate03c_hp.jpg,right,left,0,nam,778,ApRS
Nam2/inanimate10b_ap.jpg,inanimate10c_hp.jpg,left,left,1,nam,778,ApRS
Nam2/inanimate10_ap.jpg,inanimate10a_hp.jpg,left,left,1,nam,778,ApRT
Unn2/abstract09a_ap.jpg,abstract09a_hp.jpg,right,right,1,unn,778,ApRT
Nam2/inanimate10c_ap.jpg,inanimate10b_hp.jpg,left,left,1,nam,778,ApRS
Nam2/inanimate03_ap.jpg,inanimate03_hp.jpg,right,right,1,nam,778,ApRT
Unn2/abstract08c_ap.jpg,abstract08c_hp.jpg,right,right,1,unn,778,ApRS
Unn2/abstract09_ap.jpg,abstract09_hp.jpg,right,right,1,unn,778,ApRT
Unn2/abstract09c_ap.jpg,abstract09b_hp.jpg,left,left,1,unn,778,ApRS
Unn2/abstract08a_ap.jpg,abstract08_hp.jpg,left,left,1,unn,778,ApRT
